"Variables ->","employment_ratio_adj","employment_ratio_industry_1_adj","employment_ratio_industry_2_adj","employment_ratio_industry_3_adj","employment_ratio_industry_4_adj","employment_ratio_industry_5_adj","employment_ratio_industry_6_adj","hrlwage_ed_industry_1","hrlwage_ed_industry_2","hrlwage_ed_industry_3","hrlwage_ed_industry_4","hrlwage_ed_industry_5","hrlwage_ed_industry_6","hrlwage_noed_industry_1","hrlwage_noed_industry_2","hrlwage_noed_industry_3","hrlwage_noed_industry_4","hrlwage_noed_industry_5","hrlwage_noed_industry_6","employment_rate_1_ed","employment_rate_2_ed","employment_rate_3_ed","employment_rate_4_ed","employment_rate_5_ed","employment_rate_6_ed","employment_rate_1_noed","employment_rate_2_noed","employment_rate_3_noed","employment_rate_4_noed","employment_rate_5_noed","employment_rate_6_noed","employment_rate_ed_any_ind","employment_rate_noed_any_ind","hrlwage_ed_any_industry","hrlwage_noed_any_industry","uhat_education_skilled","uhat_education_unskilled"
"1998M03",1.28465960,0.79007729,2.57828654,0.80066756,0.76801372,2.55598589,1.81613796,18.57942755,16.30011730,15.03543626,12.88309337,18.77467751,18.71246033,11.55059120,9.24294698,11.64226818,8.91379165,10.52181042,11.54852627,0.98317297,0.98058189,0.97440848,0.96701231,0.96731716,0.97184223,0.95079904,0.95054810,0.93122886,0.93112094,0.92474169,0.96717916,0.97466806,0.94134876,16.66332006,10.27690055,-0.03759486,0.03017777
"1998M04",1.37617770,0.81936396,2.74199843,0.75882247,0.84804405,3.03321778,1.89906323,18.89530889,16.47684070,15.50565643,12.99853118,18.94541454,18.01308979,11.97377154,9.23243532,11.53068282,8.92789918,10.15525552,11.36741394,0.96662285,0.97856845,0.99438194,0.97075040,0.97060596,0.97665176,0.94692632,0.95207110,0.93515341,0.93989355,0.90834091,0.95280895,0.97461995,0.94368388,16.63388510,10.37056165,-0.03810984,0.03794807
"1998M05",1.29989282,0.79925802,2.55930877,0.80677824,0.77526439,2.71663877,1.78740501,18.69665812,16.23440868,15.67739420,12.86503593,19.19467036,16.82576898,11.79768455,9.55793635,11.70591373,9.06589580,10.52991969,11.85462701,0.97159232,0.97938466,0.97686478,0.96824845,0.96552356,0.97647309,0.95625347,0.96232894,0.93646646,0.94242297,0.89111666,0.97603302,0.97380963,0.94504637,16.33850937,10.41953343,-0.04461005,0.03945637
"1998M06",1.30431044,0.84352192,2.56675298,0.74330046,0.78387200,2.45781588,1.67431909,18.67394066,16.40947588,17.97827909,12.78157702,18.15044382,18.21599289,12.00895731,9.29982675,11.45531386,9.02671016,9.92302188,11.72985801,0.98742723,0.98454965,0.96772524,0.96732836,0.96341052,0.97400508,0.96420378,0.97000837,0.94477806,0.93242105,0.90241217,0.94405224,0.97466471,0.94411364,16.68703964,10.39109327,-0.03306839,0.03827750
"1998M07",1.31591056,0.82172114,2.70279909,0.72335143,0.75437070,2.60715291,1.94937104,18.95115934,16.85152316,16.37640363,13.24601985,18.27979643,18.18851920,12.51778990,9.50106003,11.49951984,9.09941360,10.26692750,11.53116800,0.97088446,0.97735558,0.97377277,0.96774014,0.96793755,0.98900509,0.94736683,0.94924742,0.93049336,0.93622648,0.93026534,0.95861996,0.97346963,0.94086313,16.89207780,10.51785335,-0.02764352,0.04950949
"1998M08",1.29959917,0.81335783,2.58385597,0.75395184,0.74360990,2.54104504,1.96058440,19.14770099,16.32939211,16.71948743,13.32166847,17.96165251,18.13376116,11.85235077,9.19601661,12.21077723,9.18521285,10.64713012,12.67358878,0.96802762,0.97530757,0.95525414,0.96469044,0.97849615,0.97406860,0.95755166,0.95322998,0.94704253,0.93725311,0.91178553,0.93492910,0.97132130,0.94365863,16.79522977,10.62193158,-0.02830289,0.06295874
"1998M09",1.29762312,0.80628009,2.69184627,0.79274110,0.75663850,2.53140376,1.73095594,19.30072081,16.63541506,16.64525689,12.78102166,19.05263128,18.10808571,11.93468962,9.46287478,12.62685015,9.05110720,10.88875272,11.82551965,0.97207676,0.97969411,0.97558414,0.96194597,0.97308747,0.97362938,0.94971147,0.94775110,0.93484447,0.93229254,0.91797989,0.95038065,0.97294299,0.93622914,16.78366685,10.55671883,-0.03338517,0.05699044
"1998M10",1.28549259,0.81410737,2.70358626,0.63436924,0.76435172,2.68121507,1.79176738,20.00205263,16.74845548,17.26131394,13.10064717,20.44874233,19.06000336,11.82991671,9.51925099,11.11233593,9.02608646,10.77971379,12.52297785,0.97597274,0.97805987,0.97591067,0.97049385,0.95709938,0.97740948,0.95403617,0.94856407,0.94957173,0.92561412,0.91406801,0.95756704,0.97319154,0.94137823,17.47785276,10.51292075,-0.00028916,0.05426831
"1998M11",1.31015366,0.79915445,2.71784788,0.76097673,0.80189450,2.46997539,1.85411217,20.63105285,16.90535304,16.20684440,13.47689496,19.84314982,18.83529295,12.44220786,9.51710361,12.79465600,9.08903990,10.67231512,12.02296424,0.95964563,0.97727839,0.98018998,0.96899459,0.95617755,0.97942227,0.95436790,0.95334865,0.95148254,0.93739683,0.90188228,0.96123467,0.97124967,0.94600986,17.33255579,10.71280003,-0.00855446,0.06622165
"1998M12",1.34051995,0.80804303,2.79708543,0.80432941,0.81763246,2.54185474,1.92963024,20.03501842,16.95125602,17.26918819,12.96721906,19.26435977,18.49452825,12.25149673,9.66351946,12.50255827,9.12786999,10.47791041,12.16357582,0.97246416,0.97686916,0.98047524,0.96749037,0.96989078,0.97019803,0.94981486,0.96280529,0.95362431,0.93737179,0.91290946,0.92630248,0.97257402,0.94465030,17.14513877,10.76696631,-0.01063992,0.06877188
"1999M01",1.29786985,0.80790525,2.64760061,0.70812203,0.79596686,2.47702033,1.75766222,19.81568006,17.16030428,17.08030138,13.36776403,19.06258339,18.28579305,12.38219630,9.37438454,11.72716088,9.15146793,11.39406856,11.95052879,0.96656804,0.98103937,0.97877504,0.96060472,0.97524512,0.97531651,0.95754707,0.95523206,0.96285599,0.93471481,0.95012667,0.95814500,0.97310994,0.94945220,17.23374344,10.67115326,-0.00585477,0.06377458
"1999M02",1.34080438,0.82881808,2.84814848,0.84609079,0.80655774,2.48890437,1.80649061,19.78128454,16.92299039,16.76294614,13.27421388,19.62040309,18.62641693,12.04369322,9.29649549,12.02881568,9.22439319,11.06969193,11.64657095,0.97220179,0.98066521,0.97430588,0.95638520,0.97220276,0.97869793,0.95525983,0.96381678,0.93861303,0.93399774,0.92795147,0.96532454,0.97309416,0.94547625,17.23604404,10.55021396,-0.01949482,0.06550546
"1999M03",1.32304367,0.84198177,2.69051779,0.78949675,0.80193769,2.53348773,1.69191537,20.10678699,17.19805725,17.16160355,13.43808706,19.45161183,18.35040255,12.42612531,9.50190384,11.77570315,9.25426642,10.72308989,11.68608345,0.97150834,0.98512854,0.98383210,0.96567390,0.96684856,0.99248523,0.95957740,0.95995608,0.94832163,0.93358807,0.92742117,0.95398445,0.97778037,0.94580643,17.41837487,10.68168732,-0.00343891,0.06959560
"1999M04",1.35637564,0.79775705,2.67715902,0.86533187,0.80641103,2.96873614,1.87418650,20.04978494,16.61825711,17.07211418,13.53250338,19.84426275,19.37136695,12.02228371,9.62546782,12.12810012,9.41490688,10.72691685,12.07694870,0.97509963,0.97939263,0.97057270,0.96561098,0.95556673,0.96385687,0.96460613,0.96921077,0.94721682,0.93937127,0.87990830,0.96226030,0.96930972,0.95033100,17.40955940,10.73925788,0.00045032,0.07205832
"1999M05",1.32569057,0.80327668,2.62386741,0.77692610,0.81919720,2.39957102,1.93991560,20.09752107,17.94137633,16.68802791,13.79876549,19.54502319,18.43895187,12.31501582,9.39221075,12.91342105,9.43030535,11.05847803,11.78023161,0.97212565,0.97693753,0.97324802,0.96646894,0.96903290,0.98094387,0.95857271,0.95622408,0.94227952,0.93776526,0.93611841,0.96427099,0.97355195,0.94611213,17.60215991,10.79447166,0.01391098,0.07827957
"1999M06",1.32500002,0.80883916,2.40602594,0.77675699,0.78649097,2.63194509,1.91394151,20.07019720,16.20379053,16.82517404,13.95541992,19.96929286,18.80915240,12.48455214,9.62039508,12.64346891,9.33284735,10.87207721,12.25589956,0.97059642,0.98051262,0.98380705,0.96618923,0.97475923,0.97680227,0.95861204,0.94237763,0.93278584,0.93835358,0.91467445,0.96330779,0.97458086,0.94201213,17.35785278,10.87502446,0.00560671,0.07685402
"1999M07",1.36822091,0.81983553,2.83977807,0.83309222,0.82245598,2.48578817,1.72035087,19.95054257,17.03239497,16.43187612,13.64727744,20.27624694,18.77256695,12.44840173,9.53579754,12.22581822,9.42205366,11.20773020,13.20391547,0.97024506,0.97089670,0.97633886,0.96164421,0.97056184,0.97320874,0.95888002,0.95747414,0.94465107,0.93885058,0.93455475,0.95838443,0.96864961,0.94794728,17.50325582,10.94922096,0.00955359,0.08161713
"1999M08",1.35290368,0.82744014,2.77664985,0.76704256,0.80396513,2.53590859,1.85616409,20.01089402,17.55530260,17.11630056,13.78665400,19.66087872,18.55544277,12.67597039,9.80079296,11.94758877,9.08580609,11.22721124,12.54110915,0.97703373,0.98444442,0.97686302,0.97135598,0.96622242,0.97750983,0.95319144,0.96223772,0.95077087,0.93732015,0.90529455,0.96612974,0.97666754,0.94615920,17.67605838,10.89773656,0.02006521,0.07826799
"1999M09",1.36889841,0.81714355,2.80725028,0.78020188,0.80035013,2.64032866,1.84075769,20.43063593,17.29765700,17.23504298,14.24061385,20.33129352,19.47687539,12.70666128,9.91265801,12.34985375,9.85235253,11.20775308,11.68728793,0.97478207,0.99036690,0.98479370,0.96253688,0.97246284,0.97980647,0.95243323,0.94793156,0.95988971,0.93233210,0.92614102,0.95478628,0.97806622,0.94160224,17.81365722,11.08287383,0.02172755,0.09354653
"1999M10",1.38799217,0.81745368,2.80115210,0.75789390,0.81852199,2.97368412,2.12190518,20.49309169,17.65292638,18.28395743,14.16888382,19.63835636,20.83766654,12.78805692,9.57994001,12.07074203,9.77416791,10.82228862,12.72010193,0.97434931,0.97884413,0.97622303,0.96106320,0.97457063,0.97329118,0.95521828,0.97321752,0.94986922,0.94529064,0.91159521,0.95273190,0.97355942,0.95154171,18.25933620,11.09615287,0.03656026,0.09776945
"1999M11",1.31251687,0.83039450,2.66829659,0.80711263,0.72715942,2.50589246,1.97376548,21.01995609,17.67072419,17.34268203,13.82929101,20.08633384,19.22657759,12.42272665,9.62034640,12.07399314,9.69362260,10.89884885,12.38135197,0.98032874,0.97865965,0.96859750,0.96357305,0.97135772,0.97957201,0.93757299,0.96764076,0.95385700,0.94148219,0.93032513,0.96281452,0.97444536,0.94901083,17.95975804,10.80476063,0.03024127,0.08654929
"1999M12",1.37844322,0.77434568,2.91557944,0.76435581,0.82138255,3.16667823,1.94710830,21.76254998,17.65326275,16.73413737,14.40782962,20.40186015,19.13877669,12.62681269,9.73747620,12.42061148,9.42164283,11.08347114,12.37196249,0.97524704,0.98248580,0.97850301,0.96160892,0.97209519,0.98377169,0.95809502,0.95708444,0.94567590,0.94959453,0.87740817,0.96357347,0.97501856,0.94984132,18.07406134,10.99801340,0.03675520,0.09376786
"2000M01",1.34338637,0.82491026,2.76958623,0.79253597,0.78014087,2.30977512,2.01943308,20.57959286,17.66202385,17.12056539,13.89674077,21.13205603,18.92922712,12.51870074,10.01309727,13.08360774,9.68244424,11.55961390,12.48430253,0.97299020,0.98545396,0.99340448,0.96131882,0.96669577,0.97690180,0.96631743,0.96163732,0.95562546,0.93644677,0.93391000,0.95287427,0.97591158,0.94996624,18.00031991,11.16113361,0.03221624,0.10841449
"2000M02",1.30516482,0.82836041,2.69267245,0.71370939,0.77099800,2.42133778,2.16035074,20.51504727,17.91694766,17.17739541,14.40307272,21.08607987,19.12414122,12.48136567,10.06695299,12.59721066,9.56305337,11.63144078,13.05802660,0.98152004,0.98542101,0.96930961,0.96327538,0.96147581,0.96937302,0.95923016,0.96578758,0.95393914,0.93973234,0.95332486,0.94948221,0.97389822,0.95060453,18.25379627,11.10655751,0.04398116,0.10410256
"2000M03",1.36685205,0.92032873,2.75081167,0.74751683,0.84096018,2.08175494,2.06102964,20.30656676,17.47345142,17.15053627,13.85600149,20.71307384,19.75787859,12.77667446,9.82341089,13.01981468,9.88635324,12.21419371,12.71866829,0.97114482,0.98180190,0.97105834,0.96358187,0.97545129,0.97264120,0.96895276,0.97082497,0.96198346,0.93990210,0.92875884,0.94032241,0.97395376,0.95166666,18.04803721,11.40990707,0.03418576,0.11509029
"2000M04",1.33138977,0.84538238,2.71977571,0.77713932,0.80048838,2.11418324,2.07894299,20.92007639,17.37843978,16.82557215,14.14697840,20.43638693,19.22994287,12.81952499,9.73349432,13.04256979,9.69193485,11.92573172,12.39389775,0.98175830,0.98311965,0.97173026,0.96797101,0.97431223,0.97429301,0.94745749,0.96165800,0.95696451,0.93694946,0.90703013,0.96383810,0.97678888,0.94677631,17.97066732,11.24297993,0.03978010,0.11397097
"2000M05",1.35698002,0.86529863,2.63411060,0.88545851,0.77114296,2.06402569,2.35823417,20.70780590,17.87296891,17.72925421,14.26883191,21.66412498,20.70102785,12.50395734,9.79732369,12.73238780,9.37260563,11.41217678,12.51113721,0.97948683,0.98872939,0.97503470,0.96048912,0.96993408,0.98100944,0.95772119,0.94927431,0.94946553,0.93383703,0.92675012,0.94565622,0.97738852,0.94204672,18.52345847,10.97046770,0.04880388,0.10513946
"2000M06",1.34468923,0.81937784,2.74127076,0.89851130,0.78111397,2.00811246,2.12585184,21.41117994,17.89411146,17.43160943,14.13523340,21.15455740,20.48037788,12.59736467,10.20829382,12.61277596,9.57915736,11.34525594,12.35083299,0.98091898,0.98053813,0.97494079,0.96962489,0.97545437,0.98137636,0.96107657,0.95718162,0.94576816,0.93624203,0.93236397,0.96150301,0.97749740,0.94699600,18.61463026,11.13909165,0.05567215,0.11238527
"2000M07",1.33174756,0.77056678,2.61384890,0.74671633,0.79489012,2.20372706,2.15020846,22.37478861,18.07069366,17.84291151,15.11497440,21.03902384,20.61849010,12.86192310,10.06907333,12.55095595,9.62924241,11.15383977,12.83098885,0.98157976,0.98214293,0.97608889,0.97261505,0.97089690,0.98143140,0.97760590,0.96339186,0.94259619,0.93625881,0.90200285,0.95436427,0.97695079,0.94841260,18.95301535,11.14267522,0.06834398,0.11011501
"2000M08",1.39691805,0.91432992,2.86046581,0.77678914,0.84212110,2.37250767,1.97010033,20.59894710,18.03975497,17.17203089,14.96475226,21.38485010,20.59062911,12.94281890,10.03665407,12.53986747,9.70654213,11.18609145,12.41173454,0.97752072,0.97554735,0.96740226,0.97387090,0.96639647,0.97945681,0.96097058,0.96051580,0.94302332,0.93592665,0.93225673,0.96803356,0.97455402,0.94832468,18.61382774,11.24767565,0.06139695,0.10794655
"2000M09",1.34530314,0.79810240,2.70941348,0.76813778,0.84278224,2.02434200,2.15701969,20.33764912,17.97625509,18.20360094,14.79131440,21.94923559,20.61511803,12.65200628,10.04436651,12.63759239,9.89264534,11.55638821,12.86331676,0.97064841,0.99183995,0.96817853,0.97387279,0.96921192,0.97765411,0.96364741,0.96049284,0.93697723,0.93538507,0.92641451,0.96599662,0.97801681,0.94607652,18.57513416,11.31181807,0.06478562,0.11292234
"2000M10",1.32970639,0.85696921,2.68860534,0.77559875,0.81275077,2.07902008,2.12936310,21.04683847,17.99465397,17.54440342,14.43275859,21.47009399,20.46044066,12.98742294,10.19514514,12.76222475,9.89014221,11.65258936,12.90735962,0.98108571,0.98561351,0.97818676,0.95808878,0.97977179,0.98177708,0.94271245,0.95686167,0.94482761,0.94452898,0.91780576,0.96053424,0.97782544,0.94614672,18.59253476,11.41352543,0.06324026,0.12356242
"2000M11",1.36251962,0.88920359,2.70360524,0.76665931,0.79378600,2.15303146,2.15270731,20.68209634,17.99397715,17.20552511,14.49261884,21.02782596,20.83675063,12.77341047,10.03881695,12.67113325,9.86259501,11.56346891,12.64621873,0.97831838,0.98452352,0.98328842,0.97552926,0.97480638,0.97899872,0.94741882,0.95711738,0.93056420,0.93986408,0.91118216,0.96078838,0.97921396,0.94493376,18.53339634,11.14697352,0.06059329,0.11059366
"2000M12",1.36789830,0.90581082,2.76145172,0.75896451,0.80143357,2.15992720,2.13351700,21.11670983,17.80694250,17.43315026,14.85716626,22.10337873,21.30945165,13.19342897,10.32567623,12.92220805,10.41290020,11.83203233,12.68284096,0.98173264,0.98375263,0.98196603,0.97358551,0.97556089,0.98597075,0.95444549,0.96282828,0.94321565,0.92569968,0.92677120,0.95464007,0.97967246,0.94373083,18.81008835,11.63989545,0.06993829,0.14443215
"2001M01",1.43355545,0.89760926,2.80270527,0.82070951,0.81907658,2.14817638,2.23265798,21.26977668,18.41222082,17.34664301,14.99860516,22.27884698,20.79438936,12.98305658,10.37210537,13.02886809,10.29079494,11.64072390,13.36003009,0.97364016,0.98279272,0.97429771,0.97690595,0.96408911,0.97394944,0.94243037,0.95932667,0.94331544,0.93670985,0.91569378,0.96606977,0.97645279,0.94173653,19.03236895,11.60472838,0.07966537,0.13822629
"2001M02",1.32951367,0.81183210,2.66880491,0.77652674,0.77092383,2.20962238,2.17886557,21.74757103,17.54133079,18.78091195,14.63169161,21.78216059,19.79273318,13.26604238,10.26324154,14.67198997,9.93058830,11.81554160,13.13361515,0.96917344,0.98216987,0.98467580,0.96623035,0.96744569,0.97395937,0.94632625,0.95584920,0.93927420,0.94733385,0.92373283,0.95807531,0.97418007,0.94533383,18.70125558,11.64085237,0.06018541,0.13628471
"2001M03",1.44080824,0.86116914,2.86760066,0.85611827,0.86629344,2.35303737,2.24026344,22.43237635,18.84436872,19.56031077,15.41068028,22.28335424,20.13018952,12.89479700,10.51943794,13.77082703,10.06139768,11.99391115,13.93614044,0.96898880,0.98079781,0.97900089,0.96823763,0.97329098,0.98076534,0.94164988,0.95499929,0.92700626,0.93161236,0.93129841,0.97375159,0.97582652,0.94026447,19.47923705,11.72595331,0.09255854,0.13631435
"2001M04",1.39403879,0.87130130,2.74610029,0.77261136,0.82382452,2.15553042,2.20930375,21.71992463,18.42494534,17.94506523,15.22221835,21.15185246,20.65393592,13.02308936,10.49888550,13.37124939,9.85407674,12.08646364,13.69499695,0.97049467,0.98238682,0.98115799,0.96514539,0.95806943,0.97390399,0.94811710,0.97108580,0.92947072,0.93073769,0.92000475,0.94895533,0.97278690,0.94265270,19.05917285,11.61665219,0.07961227,0.13769386
"2001M05",1.38736459,0.91328489,2.89274153,0.83338492,0.81258299,1.95843460,2.08148751,22.29682370,18.30546267,19.30930356,15.12333550,21.13650755,21.03273668,13.26775270,10.95839304,13.89803106,10.05778759,11.90151357,12.27640636,0.96614395,0.98368981,0.97250712,0.96382194,0.96065321,0.97717711,0.94318680,0.96848960,0.94514177,0.93592585,0.91918368,0.96934132,0.97223461,0.94309293,19.13586909,11.72055384,0.08608805,0.14203845
"2001M06",1.34886754,0.81574863,2.63261796,0.80183458,0.78387791,2.36992227,2.12818869,21.72767053,18.69934825,18.91382197,15.03615756,22.16220721,21.72979552,13.74858901,10.38459869,13.62642900,10.25402078,12.12601215,13.95384868,0.96339902,0.98129318,0.96853393,0.94799278,0.95679732,0.97581818,0.95266543,0.96494273,0.93547612,0.93008823,0.92577912,0.96436837,0.96707079,0.94280287,19.40472667,11.91484005,0.09594825,0.15145936
"2001M07",1.40408646,0.86975999,2.70673933,0.86376127,0.79318424,2.41237142,2.13885425,22.24588086,18.06613956,18.39476602,15.10122539,22.96933968,20.88332966,13.14904076,10.47071099,15.38279067,10.49264284,11.88772422,13.20783615,0.95933489,0.98347190,0.97378915,0.95995994,0.97229381,0.97514797,0.93323296,0.96408786,0.94329513,0.93837367,0.88668717,0.96207801,0.97114066,0.93902633,19.25737162,11.87068241,0.08631286,0.14509872
"2001M08",1.40970203,0.88625374,2.85560514,0.79413843,0.80521264,2.39685905,2.13298811,22.20339735,19.49367921,17.58201883,15.19054412,22.43422360,21.86873215,13.33603121,10.51347131,13.60618902,10.43526008,11.48948033,13.73121383,0.96052107,0.97889136,0.97727564,0.95495468,0.95516858,0.97020847,0.92521525,0.95902416,0.94259276,0.93084788,0.92535728,0.95465626,0.96693860,0.93605493,19.66108572,11.86009785,0.09659597,0.16542829
"2001M09",1.38895841,0.85642955,2.65563264,0.83909906,0.78269927,2.39011642,2.22318011,21.89697634,18.37136662,18.39909463,15.12166348,24.30603966,22.30348076,13.41871142,10.14420381,14.05064992,10.13476842,11.51687019,13.21141649,0.95781243,0.98166807,0.97117380,0.96136138,0.94923856,0.97276583,0.93562653,0.95967953,0.95608025,0.93356612,0.89515418,0.94984816,0.96703154,0.93684126,19.60479637,11.65356174,0.09304619,0.15034894
"2001M10",1.39098806,0.84407900,3.11199435,0.78550663,0.78652240,2.20010305,2.07492486,22.05291795,19.07955013,18.40389102,15.16035058,22.31377584,21.28981938,13.36939735,10.58332949,13.67973006,10.22254940,11.85445476,12.46145269,0.95011311,0.98013620,0.96417299,0.96023862,0.96150268,0.96093721,0.92939028,0.94584658,0.92410521,0.92301522,0.90460550,0.95604217,0.96641194,0.93042503,19.53647149,11.74407852,0.10268250,0.15146374
"2001M11",1.41199159,0.85643698,2.89710331,0.85599084,0.81051895,2.11103534,2.07437924,21.68993480,18.75301354,18.89099843,15.61824729,23.08991876,20.97530768,13.65758606,10.79091905,13.65884752,10.30289547,13.21533076,13.47310132,0.95308699,0.97792513,0.96916449,0.95637538,0.91433234,0.95911491,0.93397353,0.96002041,0.95827243,0.92345632,0.90532924,0.94950598,0.95712031,0.93846958,19.47939895,11.93723915,0.10044531,0.16460367
"2001M12",1.40092787,0.92966798,2.79103070,0.81488731,0.78307431,2.20393277,2.10879340,23.33424538,18.98875309,18.80583517,15.05044710,24.21696308,21.53108170,13.41569424,10.72474905,13.81128867,10.37770858,12.65120082,13.11727664,0.96369188,0.97657320,0.96464105,0.95368285,0.95135578,0.96052342,0.92647541,0.95589987,0.92609241,0.91758874,0.91519811,0.95133580,0.96287500,0.93039806,19.92140850,11.85927298,0.10910214,0.16339922
"2002M01",1.42627615,0.88154840,2.90604743,0.66977708,0.83318905,2.28166204,2.20170387,21.32125334,18.68158538,18.28221289,15.35656159,24.08778851,20.46440496,13.70550187,10.58821358,13.75524814,10.39192322,11.76760743,13.26936355,0.94240638,0.97837012,0.99486619,0.96338317,0.94951150,0.97209831,0.92139959,0.95293651,0.92689295,0.92396564,0.87127655,0.92146334,0.96715181,0.92209517,19.36302697,11.91091791,0.09763501,0.15744600
"2002M02",1.44331373,0.92692613,2.78202836,0.78417087,0.87867633,2.23791978,2.20692210,22.70973281,19.22355732,18.05694310,15.07502389,23.86705429,21.60201724,14.27373679,10.72941221,14.19077814,10.52612408,12.02205343,13.37665038,0.95577810,0.97660623,0.96361079,0.96025813,0.95110104,0.96324770,0.92345700,0.95108319,0.94117020,0.92115162,0.89562302,0.94587924,0.96411696,0.92795741,19.88508266,12.12416900,0.11119967,0.16625058
"2002M03",1.42613993,0.92612616,2.64295241,0.77034453,0.84363923,2.34021622,2.25417960,22.73248383,18.58283377,17.89541341,15.27256509,23.16232908,22.30488799,13.36256841,10.65129560,13.19493587,10.47589823,11.99428808,13.94499526,0.94017417,0.97322410,0.94756795,0.96090980,0.95114176,0.96391425,0.92226600,0.94970089,0.95013806,0.92129006,0.90666412,0.94063452,0.96037802,0.92906592,19.75272867,11.86902364,0.10910169,0.14657645
"2002M04",1.41168339,0.89924329,2.78305325,0.75309768,0.79993681,2.29445609,2.20966798,22.51919826,19.99321671,19.07407822,16.18692546,22.28833957,22.46197536,13.77734932,10.97295322,13.64914923,10.44277425,11.86976759,13.45722465,0.93304849,0.97799514,0.97374776,0.95406314,0.94506073,0.96705480,0.92254346,0.94320115,0.91441287,0.90744687,0.91333298,0.94627981,0.96100562,0.92187317,20.36966866,12.04652896,0.13025435,0.16642162
"2002M05",1.42838394,0.82847729,2.86208581,0.77200841,0.82059582,2.41486075,2.23243441,21.87724356,18.77730478,17.52800780,15.64533612,22.36026252,21.79320420,13.87053703,10.96970643,14.10782534,10.51356642,12.21115080,14.08711494,0.94888811,0.97493297,0.97347303,0.95978780,0.94787633,0.95550091,0.92273759,0.95452446,0.93070032,0.92067525,0.89329606,0.96545546,0.96138470,0.92759111,19.52011126,12.19211448,0.09186621,0.17077195
"2002M06",1.43328829,0.90033284,2.90919261,0.79464548,0.83242490,2.26725940,2.27284736,21.41704638,18.94202251,18.24576984,15.82201517,22.99704184,21.17465730,13.61876020,10.60714523,13.62460239,10.39497653,12.50690360,13.54888255,0.93473017,0.97639206,0.95829664,0.95212398,0.93762271,0.96032488,0.92490858,0.95383269,0.94345362,0.92279760,0.90089500,0.92534546,0.95678190,0.92785511,19.47307158,11.90961328,0.10859235,0.16184887
"2002M07",1.42937209,0.93396510,2.88426666,0.75674942,0.85469851,2.20308356,2.02690915,22.42388848,19.71768130,18.99854516,15.41430720,23.23413927,22.78391238,13.77342344,11.22688923,13.91352557,10.41802745,12.32692431,12.95282936,0.94998118,0.97752012,0.95885471,0.95720363,0.93525672,0.95553681,0.92970449,0.93629542,0.94410876,0.91546843,0.91724478,0.94322543,0.95807508,0.92807639,20.09406402,11.98048126,0.12010579,0.17284461
"2002M08",1.42736438,0.85501900,2.98832947,0.85507801,0.80554919,2.08367225,2.47800385,23.17509355,19.21612629,19.64816225,15.56890974,22.85305577,22.39723388,13.75239827,10.93684562,14.07262938,10.49185555,12.57186544,13.14289265,0.95201333,0.98151620,0.96073008,0.94844899,0.93794030,0.96007366,0.93285428,0.94929643,0.93405496,0.93489278,0.91058373,0.94171217,0.95979375,0.93358468,19.99347744,12.07509387,0.12021226,0.17053805
"2002M09",1.42644056,0.92520931,2.91617536,0.79523212,0.81374158,2.17087492,2.07016837,22.17920001,20.25573307,18.65177396,14.70549117,22.65866586,22.18955695,13.72226169,10.93852917,13.64065767,10.51594956,12.50755467,13.44015715,0.95277548,0.97441071,0.96785865,0.94929129,0.94139421,0.96092017,0.91901688,0.95872654,0.92997914,0.92640792,0.91400431,0.94483610,0.95937573,0.93032755,19.91862882,12.00938742,0.11499610,0.17028386
"2002M10",1.44927638,0.94306693,2.93407640,0.78043212,0.84093612,2.21070756,2.16459810,21.98613816,19.36537546,17.39727690,16.08692973,23.74677435,22.24186062,13.63397079,10.95319672,13.62848373,10.68262170,12.50410534,13.35744485,0.94020443,0.97773570,0.96341611,0.94875536,0.93245892,0.96003144,0.93405693,0.95959218,0.95396366,0.92007610,0.88566786,0.94074582,0.95749895,0.93281705,19.97304750,12.11900398,0.11324349,0.17371174
"2002M11",1.44051010,0.91939686,2.66815782,0.80103043,0.83581616,2.21998979,2.27765944,22.98538110,19.13267491,18.54669346,15.68143307,23.58197719,22.87430637,14.23629620,10.95953268,16.02208803,11.17249975,13.11390178,13.81533459,0.94880584,0.97813570,0.96447314,0.94482558,0.95149053,0.96511746,0.92529462,0.95586129,0.93277384,0.91636171,0.89053621,0.94115704,0.96036834,0.92886878,20.12901728,12.61070584,0.12696917,0.19932291
"2002M12",1.42665381,0.87827497,2.87075707,0.63193524,0.85758477,2.15343282,2.28519593,22.38952642,19.48981931,21.80572767,15.20040603,22.97065951,21.38319770,14.07357528,10.74835002,13.47871575,10.52589913,12.22916083,14.30953255,0.94157690,0.97825561,0.95184815,0.94321804,0.93105636,0.95709671,0.92953549,0.94466087,0.95343906,0.92016189,0.89355810,0.94218647,0.95478738,0.92935244,19.86384544,12.13647470,0.10420039,0.17776438
"2003M01",1.43859231,0.90290089,2.74256852,0.78256552,0.85417438,2.29780572,2.10280920,22.44091406,19.13794509,19.91954366,15.60573551,22.64989351,22.81067755,13.98375502,11.10977999,14.17834613,10.37083529,13.11124975,13.85651203,0.94729377,0.97333479,0.96657551,0.94830237,0.94279356,0.95816893,0.92263165,0.95144153,0.93463178,0.92680120,0.90729787,0.95110973,0.95838834,0.93050242,19.91634170,12.20853369,0.11590015,0.17813039
